Date, Time (h), Comment, revision number, path
"Fri Feb  6 08:24:27 COT 2015", 2, "xy2radec works now without vectorization, and recovery precision radec2xy-> xy2radec is 1E-6", 1548,  "code/desimodel/trunk/py/desimodel/"
